prefix	input_text	target_text
multilabel classification	wahala dey all dis world now n even nig is not left out ha ha banger keea	positive
multilabel classification	bros e never still reach you this delivery service tey o no give me red card o i no play betway na podcast i wan do o help me tell am na abeg twitter how far na help a brother	positive
multilabel classification	this one wey i dey hear like this hope i go fit go house sha	positive
multilabel classification	na inspire me as i wan rap na i no be ur mate dey enter my mouth besides i no sidon well ‍️‍	positive
multilabel classification	you again be like na you dem send come na to block you las las	positive
multilabel classification	how i won take live my life now o ga ooo them block me like block industry i be dey gentle on here fa even my mama wey dey feed me self if she do anything wrong me dey correct am smh	positive
multilabel classification	ive sha suffered throwing up cant sit on my ass head belle con dey pain even the phone screen at its lowest dey too bright	positive
multilabel classification	e be like say i go commot for this app oo since i join i never chop one giveaway like this even airtime i no chop koyemi o	positive
multilabel classification	please can somebody tell me what the hell is going on here wetin dey happen here which kind yangayanga play be dis na warri nigeria	positive
multilabel classification	genuinely wonder how my friends in chi attempt to read my snap stories that i write in pidgin pesin go just dey rack him brain on top i fit off this night	positive
multilabel classification	omo i won start to dey beg na cos im broke	positive
multilabel classification	egbon me sef dey think am like i know say person need exposure but na k dey account so e no fit go abuja sef from kaduna not to to talk of lagos	positive
multilabel classification	a lot gan we even dey demand more sef oloriburuku oshi una no go ever talk true lai lai	positive
multilabel classification	aubameyang dae surprise me e be like say e wan leave my club because even an injured player could outperform him today	positive
multilabel classification	im so sorry this happened to you im really sorry e de pain me for you too omo i hope youre able to treat his fuck up in future they want to oppress you kai idk you and its paining me like mad	positive
multilabel classification	e de pain me i actually had a first account i permanently deleted because i wan go heaven one time laidat	positive
multilabel classification	finally davido na career killer how can d ft him on zoom remix dat song is dead already its just show dat hes a local artist na quarrel him go there go quarrel ooo chaiii dat song wen get sweet melody just die like dat na wa oo rip zoom	positive
multilabel classification	omo e no con funny again wetin dey do arsenal	positive
multilabel classification	but wait oo abeg davido no vez na true say you fight with burna boy or na rumor	positive
multilabel classification	lmaooo e don tey wey lawyer dey carry blame o how you won take explain to these ones now that its not by noise	positive
multilabel classification	e still dey pain me sha that their only win in games was against us e no go better for ole	positive
multilabel classification	una wey vote dey mad sha edward and lelouch are there ffs	positive
multilabel classification	wait oh is this real king is dead abeg if na play make dem stop am i cant forget the first time i had an encounter with his words on he spoke extensively on turning lemon to lemonade etc rip legend	positive
multilabel classification	im supposed to make sure my mum has the best of christmas like my dad always did for her popsy no dey again and i no get money	positive
multilabel classification	those chicken no go don for their pots in jesus name ooo and if dem do stronghead eat am dem go purge from now reach december awon ole oloriburuku	positive
multilabel classification	shebi na like this we sef suppose dey rejoice	positive
multilabel classification	omo na so i take deaf sha na waooouuuuiiinnnnnnnnn i just dey hear and i don leave club who send me message	positive
multilabel classification	my eye red one time i go dey play offensive dey replicate war films as i move in i dey expect my team to cover me dem come rush me like say no fight we dey fight refree dey shout nice gameplay team red alaye koshilo i no do again why my team no cover me	positive
multilabel classification	the fragility of phones tho at any second it could fall off your hand and the screen is shattered just like that wahala for people wey dey use expensive phones o ‍️	positive
multilabel classification	did you stream the grammy awards online how many hours can you stream online you think say na night plan dem dey use for virtual events	positive
multilabel classification	where you dey see this money wey you dey spend please show me the way this entrepreneurship thing isnt working	positive
multilabel classification	how many christians una give rice and chicken for christmas to celebrate una want they imbibe the teachings of christ with empty belle abi na so christ teach am for bible	positive
multilabel classification	person dey perform others dey collect awards baba think say na headies wey if you perform at least one award sure for you	positive
multilabel classification	money wey i dey save for new phone i gats use am buy new bed so i wont keep hurting my back na wa ooo	positive
multilabel classification	person dey navigate go maitama na so google maps die on am from what he just described e be like say him don enter nasarawa	positive
multilabel classification	when i asked again now at the top of my voice the werey say he no hear english so all the thing wey i dey talk since nothing enter your head just vibes i sha alighted angrily without paying they no even born am well make he ask me for money sef cos i was angry asf	positive
multilabel classification	na rich people dey gwt fans if you no get money na paadie you get	positive
multilabel classification	so im chilling in this bar sipping my energy drink and watching ashey somebody dun mess one wicked mess as score i say make i shout goal na so i swallow mess now my belle dun dey run me why do bad things happen to good people	positive
multilabel classification	una no fit make am for this life una no go pass round of stage una go see useless nonsense club una just serious de cast my winning e no make sense na	positive
multilabel classification	me sef wan chop life of my head like una too ikotun lagos nigeria	positive
multilabel classification	you guysssss brymo omo last night was beyond great been drafting this tweet since last night omo i no get words o just joy see you next year but de give us heads up before you comot stage like hey oo no more music	positive
multilabel classification	you sef check as this fruit cake rich now everything balance die abeg make una place una orders now before you hear sold out ooo	positive
multilabel classification	from this part of the whine slow till the girl na your love wey dey ginger me gets to me play me this part and youll have me	positive
multilabel classification	this babe posted on her snap that she wanted a new laptop and her followers started sending in money again where una dey see all these money wey una dey dash people who	positive
multilabel classification	i love money it makes me happy e fit dey make you sad o as for me mood booster	positive
multilabel classification	twitter ng is the new drug everyone wants to get high one love it on a work note who be the nigerians wey dey manage or teach these people make una tell us nau me sef wan do	positive
multilabel classification	that chips i bin dey chop for momo for your side kept me going mehn that soft golden bread and fish stew bin dey top up the chao god bless yall famms mehn i just miss childhood	positive
multilabel classification	abeg do quick den dey wait us for elegushi like this	positive
multilabel classification	na my guy e dey sweet to argue with am for tl	positive
multilabel classification	when it comes to the stomach im so concerned for your partyevents home made food na me dey run am please patronize me here in ikorodu lagos you can check please rt	positive
multilabel classification	me i dont have problem with the asun na something wey i fit enter my wife kitchen run in less than mins but you see that suya abeg where i fit get something like that exactly or almost exactly for this kd today laidis don allah a taimaki danuwa	positive
multilabel classification	this tl no fit off me this morning thank god say na catchup i dey play because too many stray bullets don fire see as shell dey ground	positive
multilabel classification	ok na abeg i go help you carry bag when you dey move in	positive
multilabel classification	omo i just remember when these guys dey push me that i must talk to this girl i like i dey hold door but these guys overpowered me and push me inside the class omo shyness don finish then i just say ya kike sunana khalyl ni classmate dinki ne ban number dinki‍️‍️	positive
multilabel classification	baba good morning but today is the abeg credit me na k na something oh	positive
multilabel classification	omo na joke dem de joke here ooo	positive
multilabel classification	guyyyyyy i just dey salivate strength to pick one no dey just look at all that onion in the suya choi and the pepper in the asun wahala for who fit pick one ooo	positive
multilabel classification	omo one lag shuttle bus scratch my car today see how baba been humble even one old baba wey be passenger gats come down help am dey wash off the paint cause omo the igbese wey for don dey load	positive
multilabel classification	where shey u no go go come bless early morning blessing kk e fit reach me as bad belle dem dey sleep	positive
multilabel classification	e go make sense too if ah go follow my oga too de chop de insulte better pass tu de receive am	positive
multilabel classification	guyyyy e show say you get children for house nah the wey dem dey take praise person be this	positive
multilabel classification	audio missing na hin you brought out chocolate vodka wey dey taste like me to drink alone	negative
multilabel classification	e be thingshe sharply improvised actually	positive
multilabel classification	late night work with that moment when momsy dey call	positive
multilabel classification	prof will just wake up and tweet something e be like say gotomol don dey supply am with weed	negative
multilabel classification	mastacard na why you sef go blow for the abroad me sef i dey talk say i dey proud of you o my able course mate	positive
multilabel classification	guy this game na sure l or if god bless us na d im not sure a w is possible	positive
multilabel classification	fine boys like dem dem no dey too dey look for girls nah girls dey rush them	positive
multilabel classification	site supervisor e no good o na the site money u give me that day wey i save i wam sharply withdraw like this make i no kill myself	negative
multilabel classification	this guy i was thinking about you today like e tey wey i see your tweet alfa	positive
multilabel classification	sometimes i forget that parts of s mural in my room is glow in the dark e dey sweet when i walk in and eyes dey look me best gift ️	positive
multilabel classification	get like each plastic own na u fit mix am toobuy ice block if u no get fridgeyou can buy up to bags of water at hu go even sell bags and pieces u fit buy bread join or snack supplierpeople go still chop there are many things you can do with ejikem o	positive
multilabel classification	make dem no go try pitch fela kuti with ronaldo as the best football player e go shock ronaldo self naija wey no dey gree for anything	negative
multilabel classification	i wish ah dey ondo road dey fight rich man say i dey threaten am pé him fit wound me	negative
multilabel classification	don drop bars on till i open my own account after the bars na bah remain to run my fresh account over to you boss	positive
multilabel classification	y una dey lie like dis i havent even sworn in decades	negative
multilabel classification	dj cuppy shares cute pic with her billionaire daughter femi otedola junk d e l e t e your a c c o u n t	negative
multilabel classification	what are u still waiting to start ordering your oppo phones and other great and available phones from us you no wan dey snap sweet pictures with great battery life and other great featuresdm im ur phone dealer now its my buttmy lips and skin me in these pictures	positive
multilabel classification	na from those kine girls na dna wahala dey come from later on for marriage	negative
multilabel classification	you sef don see am na mad sumtn	negative
multilabel classification	let people enjoy things but fashy o e get so many people wey no fit use computer o	negative
multilabel classification	your album na fire e don dey choke me for here but i no get voice to remix the songs	positive
multilabel classification	lol una matter dey make me laugh here that bro dey para for you	negative
multilabel classification	we dey find food chop oga we no fit save and or invest	negative
multilabel classification	just u call may rd just my colleague don go now na na hrs get me now i get back home looking like a zombie	negative
multilabel classification	me wey dey bear that name sef i look like agbero in real life the struggle us real sha	negative
multilabel classification	lol oh so no be say na the food actually no make sense na because of the people wey dey eat am i get but akpu na bottom tier good or bad all dey smell	negative
multilabel classification	sha this small money wey i dey talk took me almost months oo i still dey try recover from the expense sef	negative
multilabel classification	lol my boyfriend will na see thishe will na say im always looking for attentionhe will na say im grounded for a few weeks	negative
multilabel classification	fam you collect slap from peruzzi wey still dey upcoming e just dey like for keke to jam you instead of benz	negative
multilabel classification	i am so so depressed everything don tire me abeg which kind life be this sef at my old age i still dont know how to unhook a bra	negative
multilabel classification	some people wicked sha when dey won borrow money dem go behave like human being ok to return am now dey go turn animal turn u to enemy	negative
multilabel classification	this my neighbor don on hin generator again i no go fit sleep again	negative
multilabel classification	but donjazzy sir i am talking toyou this morning alone i don tweet at you like times don baba j na me o one of your biggest fan since when you dey shywey you dey always talk for dbanj ears wey he go come tell us na me o you self talk to me sir	negative
multilabel classification	lol them wan knack you apako you dey feel like them wan marry won tan e iwo na shana sí candle	negative
multilabel classification	im tired of yall if i talk you complain im nagging if im bleh you try to force me to talk unku pick your poison im good at both dont confuse me i have other people to be bleh to or talk too dont spoil my timetable do you want bleh or talk men	negative
multilabel classification	abeg make we no dey do like this i still dey young	negative
multilabel classification	arrrrrrrr im just seeing ds gb stuff im now feeling like im not in nigeria so yall got it for free where the hell was i na	negative
multilabel classification	be like wetin dem dey see for museum	negative
multilabel classification	come ayo dey baff ayo still dey baff‍️ mumu me said he go soon commot na my guy enter i don dey floor dey tear cry i was looking at laptop laptop was looking at me i sha got angry and barged into to the bathroom lo and behold	negative
multilabel classification	lmao im thereabout but e be like say fat and big belle don make me they look like gbemi	negative
multilabel classification	since am pesin dey on top henna design queue na by force	negative
multilabel classification	the of you are mad na me fuck up wey i dey praise una‍️ lets act pe i no tag una omo ale	negative
multilabel classification	i swear thats exactly what im worried about tbh questions questions that booklet na like pages na haha nobody can tension me o	negative
multilabel classification	everywhere just boring nothing to excite me its like ill leave this twitter for good sef una nor dey kuku patronize me again	negative
multilabel classification	its like something is doing you people player una never buy but una dey launch jersey we fit no smell top nxt season	negative
multilabel classification	we no dey get sense if the sack don full make we release am first and una go dey dull why i no go promise you billion wey i no get lol	negative
multilabel classification	omo na to enter gym chop iron like who dey starve next ooo summer borry no summer money yet	negative
multilabel classification	like if i knew the reason for the fight sef e for betterall i see is adults acting like kidsthrowing insults around like its the right thing to doit pains me too but what can we dowe can only read and waka pass	negative
multilabel classification	person no fit follow una play just ordinary gb una run go replace gifting with video pack as i no benefit from this now wetin una gain	negative
multilabel classification	nothing is there just big eyes e con be like say you wan beg ‍️	negative
multilabel classification	till today my best friend keeping making fun of me bout it say wetin i sabi i dey find extra sheet	negative
multilabel classification	lmao see our government official handle staking a case for nbc wetin dey do my country who we offend na press briefing	negative
multilabel classification	abeg i don tire to dey live by this damn rule i am not strong i dont want to be strong again i am tired someone else should be strong for me abeg	negative
multilabel classification	be like say this woman dey check out my teeth before dishing my meat every goddamn time i buy food na bone she dey gimme	negative
multilabel classification	where are you from im from kogi state ahh kogi people hope say you no dy do jazz but the girls sabi for bed sha yahaya bello dy finish una if you dont gedifok	negative
multilabel classification	day inside during welcome party omo boy turned back na one n one something oh men don already dey lap babes for dark places	negative
multilabel classification	wow what a hoe see as hin relax based on say na woman dey romance am	negative
multilabel classification	this tin dey pain me ehn a girl will come and post im new here show me the way or whatever the fuck it is then youll see all them miyan kuka gang like hayatu suleiman dauda saminu and co parading the tweet na una preeq dey itch una	negative
multilabel classification	lmao my secondary school no fit even do that sco whatever thing i doubt say we reach wey dey active for twitter d skul ratchet as hell zero boujee standard for that ends na only biola dara sochima and muyiwa dey this twitter as far as im concerned	negative
multilabel classification	doctor pele oooo quick recovery annnnnd this bracelet is sooooo dope na something like this dey fit me	negative
multilabel classification	f r i d a y thank god is friday weekend on d low b e l i e v e m o n e y e v e r e y lafia city stadium	negative
multilabel classification	im d friend who doesnt settle for mediocrity i push you to your full potential im the ginger man im the strong friend with the pep talk decisive advise d one everyone waits to give final suggestion im the honest leader cos i go tell you as e be in d sweetest way	negative
multilabel classification	e be like say we go get one wey go dey cook for us steady sef	negative
multilabel classification	lmao na why we dey shout say make people hustle so dem no go use cutleries emo cover ya face for group picture cutleries respect to mc oluomo oh	negative
multilabel classification	please im the hoe if you know where gold dey let me know make i go dig small see food chop abeg‍️	negative
multilabel classification	i was about to sleep till i heard anybody lord help me i don dey zanku dey gbese for mins now its am‍️	negative
multilabel classification	pikin wey no only fine but fresh im not crushing sha	negative
multilabel classification	me i like my naija police the wey dem be oowetin i dey find go america sef‍️	negative
multilabel classification	lmao me sef don dey attend wedding wey i directly sabi one half of the couple agba tin de	negative
multilabel classification	awwww good old days i don dey cook tey tey mehn	negative
multilabel classification	azin headache wey don dey worry me for days just vanish how to celebrate i no even know	negative
multilabel classification	im taking time to go on my annual leave this year i want to travel to enjoy my life somewhere im saving this money e never complete jesus pls safe me save me lord	negative
multilabel classification	e dey do me like say na me born	negative
multilabel classification	my surprisation oga yusuf wan rewrite a very recent history that is still oven fresh na you wan whitewash for us on this street same saraki of governor and senator thank goodness history has been restored as a stand alone subject in schools	negative
multilabel classification	bank wey i don upgrade to nm nm enter dem flag am and this customer care dey ask me whats that money for bro	negative
multilabel classification	angry mood well let me let it slide and sleep it off tired of reading peoples post and commenting rather they treat you as your a fan or a follower smh shey na you dey buy data for me ni abi na u dey give me pepper for soup	negative
multilabel classification	some women chew gum in public like sey na shit them dey chop so disgusting	negative
multilabel classification	bro abeg leave arsenal analysis na shebi you dey support manu abeg leave trash for lawma o	negative
multilabel classification	buahahahah but the town dey cheap and as for china since na big place we fit get chilling places at this stage we need cheap places	positive
multilabel classification	please please and please all these dance wey you dey give us be like examplease i no fit dey buy opa ęyin because i wan danceat least reason we the weak	negative
multilabel classification	lol this one na small na only the glass i go pick for ground because i go stone am for ground as e no high me i go pick am back for round	negative
multilabel classification	the account nor dey see the money but e dey hear am	negative
multilabel classification	batshuayi game dey wound my conscience walahii substitute wen no get steady voltage last pesin to enta field but na him still dey slow pass to catch ball like say him leg get belle this na match batman for fit help easily win but he choke as usual ‍️	negative
multilabel classification	f i n e p e o p l e thank you so much for bearing with us all through the struggles that	negative
multilabel classification	seen not sure what shes doing thoughe be like say she wan become snake	negative
multilabel classification	person wey dey cry dey see road nigeria is a big joke‍️	negative
multilabel classification	this manhole in my bathroom always gives me the creeps that someone will enter through it small kpram for night i don go check	negative
multilabel classification	omoo social media nowadays walai ko funny make d nigga with epilepsy just know where e dey spit go o make e no spit pass boundary woss	negative
multilabel classification	hearing any plane flying over and ill be hoping and praying its the one carrying my bag this people don turn me to mad person	negative
multilabel classification	onions be testing my grocery shopping skills because what in the is this st frame is ooó nd frame is worth because a bag is wahala for who no dey chop food without onions what is the cost of onions in your area saturday is shopoclock	negative
multilabel classification	dear could you please verify he has done in days what nigeria government is still struggling with since independence na beg i dey beg this man na national treasure	positive
multilabel classification	thank you lord for not letting me starve cos refuse to gimme food chop even as i beg her reach oo i don cook i don chop i don belleful las las god no shame me amen ‍️	positive
multilabel classification	wait e be like say years no go do fa man dey chop cake na me dey look picture	negative
multilabel classification	me sef shock	negative
multilabel classification	lmao shebi na una wan dey carry mata for head enjoy	negative
multilabel classification	amen good morning guys presenting to you some of the baddest sauces on our menu na lagos we dey o and na food we dey sell patronize us biko	positive
multilabel classification	i don wait so tey i don dey loose weight o come and support my ministry o street me with your orders i have panadol dm is open or send a whatsapp message to abuja nigeria	positive
multilabel classification	my pinned tweet ehn chaii e de burst my brains fam love is good o	positive
multilabel classification	angel see you you be like money deeone you wey your hair start from middle	negative
multilabel classification	una when dey give m followers how many una get	negative
multilabel classification	dont leave me oya bless your boy make he chop rice wey dem use derica cook	positive
multilabel classification	na when them dey try hide mad man he dey scream you take your two left hand type rubbish you no fear you no sabi if the girl dey stable you con dey type yen yen yen here monkey pawpaw oshi the songs dope btw	negative
multilabel classification	people don dey unlike pictures for ig and delete comments sha some even don unfollow am	negative
multilabel classification	na where my poor sev dey be that	negative
multilabel classification	broadband internet service is now in awkaunizik students una lectures na via zoom nowbetter merge in your lodge and buy e go help una ouna fit dey like dey use am	positive
multilabel classification	i really might not be the best but im such a baby girl porthacourt peeps always asking wheres landlord na so una take miss landlord yesterday ooo even called me landlady	positive
multilabel classification	na drip sunday african version na our list of the hottest african women wey dey support in order if you no make our list no vex we no fit contain everybody	positive
multilabel classification	alhamdulilah not by my might nor my power buh wait how many is dat my body self that i dey mention might n power ‍️ so i say alhamdulilah once again what about you dear brothers and sisters or una get one power wet m u no tell me about no	positive
multilabel classification	this spoil d only in my akkant last month e b like say my life wan end as i see the message last card wey i don dey norture	negative
multilabel classification	we have our different love boxes plans to suit you budget mini box maxi box of contents like doughnuts cakeschocolates and many more never forget sey love dey give and e no dey give finish	positive
multilabel classification	omo sis una dey wild dey try calm down	negative
multilabel classification	see as pepper fine guys nah dis kain pepper school for obodo abroad you wan know how your pepper and agric products fit get abroad tushness despite being local check	positive
multilabel classification	today na april fool notin to de lie abeg nobody should joke with something i get if not dem gho con bundle u for house i look u laugh	positive
multilabel classification	me sef try small ‍	positive
multilabel classification	no competition dear anyhow u wan run ur own run am dem no dey carry last or first just have a peaceful home	positive
multilabel classification	na bcos i like you that why i fit answer you when im eating bread you gat a special place	positive
multilabel classification	because say i no get money i tell you make we busterines you no gree comot pant	negative
multilabel classification	he wasnt live oga na de ow brixton performance u de talk say na live	negative
multilabel classification	oga we go chop ur fada ooo u just dey mek people relationship dey shake god even save she no dey watch ur movie and na dark skin guys she like	negative
multilabel classification	can you just shut up abeg like shat up sheybi na your pikin them burn you for her mouth dey yarn okoto like this	negative
multilabel classification	lmafooo na me wey no fit marry ni	negative
multilabel classification	omo e b like say dem dey increase their salaries anytime dem take the light then at the end of the month they will now bring billdem nor get conscience	negative
multilabel classification	e fit be cow i carry takeaway when they give me price i was like huh what i chop	negative
multilabel classification	na person wey get money go put money for account na happy sunday jàre time for online service	positive
multilabel classification	shurrup abeg rt no be say i fine sef	negative
multilabel classification	na una type de run like never before	positive
multilabel classification	we wey we dey nija still dey enjoy if you see the way nija babes bill nija guys in abroad ehn baba you go run my daddy this my house that	negative
multilabel classification	hanty kenny welcome to adulthood na so we dey roll some months sef na to enter gbese settle some obligations sometimes one can wish the hands of the clock is reversible but despite everything we still stan u shall overcome sis	positive
multilabel classification	if not that its new year and its too early i for just dey cry im not strong thats why i dont pass my boundary im soft i just act like one strong woman	negative
multilabel classification	the rate at which i listen to godly song ehnif to say song dey skip nie for don dey skip on my phone like im addicted to that song	positive
multilabel classification	i always find this funny cos i dont get it should i stay around you and put my mental health on the line watching you flaunt my tl person say e nor go buy wetin you dey sell you nor go find another customer	negative
multilabel classification	faraday odensin the individuals and companies placing the ads na from okija shrine dem dey worship abi or na amadioha dem dey worship	negative
multilabel classification	we just wan say we appreciate all of una and to our fanmily members we say happy workers day to all of us wetin we dey take put food for our table no go fall comot from our hands happy new month and happy workers day	positive
multilabel classification	ndidi na rugedy babai like him always a nuisance to the opposition i wish kelechi can get a goal in this game e don try	positive
multilabel classification	the real name for should be na d real life we dey see be this same people wey evict you go still cry when you dey leave them go still dey form celebration when them see picture for wall chop with each other but them no like themselves sad o lol	negative
multilabel classification	oya ohhh make every business owner go watch this video times ooo e go do you well because plenty of us don dey do business the wrong way shey na true talk be that even if you attended the free day esme money bootcamp with try to watch again	positive
multilabel classification	if your papa na police officer you suppose to they go deliverance time to time because normally e no suppose better for all of una for una family	negative
multilabel classification	na fit we fit we no kill person	positive
multilabel classification	una go just dey give any girl head like say herpes don get cure	negative
multilabel classification	please book your session from tuesday abeg my money aff finish and school is on session the one them dey give for house no dey reach	negative
multilabel classification	i just dont like when people promise to get you something and they eventually get it but to collect the thing go be process its either e no dey pick phone no dey near am likeeee can you just drop it with someone let me come and pick it by myself	negative
multilabel classification	nengi dey try if na me man dey follow like say i tie his destiny for my bra strap i for don rake for am since you dont follow woman around like this and expect her to rate you women dont want a puppy	negative
multilabel classification	na chelsea win na arsenal fan dey power drunk	negative
multilabel classification	the kind spirit wey push me to give arsenal full time win i no understand the one wey i even give them score in each halves sef lana	negative
multilabel classification	ah one o de ah two o de de ah three o de de de am in love oh am in love oh i said am in	negative
multilabel classification	mr tayo u wicked kai abeg mk dis guy go retirement in peace now u wan add turn d already high bp to stroke haba	negative
multilabel classification	e get like boys for this alausa protest wey i wan marry	positive
multilabel classification	still on the matter wait oh are there no mummies on our page again haba wetin happen sef why have you chosen not to buy this beautiful curtain for your child na please oh	negative
multilabel classification	and no be say im sef no make am o imagine say e no get money at all	negative
multilabel classification	the energy wey i put for love if i use am learn mechanic i for don sabi repair train	negative
multilabel classification	which kind lady be this one now and na jeje àlúfà shakushaku dey waka this time around god save you im nur in the mood to abuse or give you reply funmiawelewa	negative
multilabel classification	atleast he go represent say him don comot ja go foreign too abeg make hin upload hin pics and feel good about it	positive
multilabel classification	na one chance b dis wan oooo chai	negative
multilabel classification	lol nah lie men wan show off too abeg	negative
multilabel classification	auty ceec yaff fall in love oo shey na like this she go dey dey last week she was shouting up and downlove is a beautiful thing	positive
multilabel classification	omo i no even understand again shey e dey vex for me	negative
multilabel classification	masterkraft is even more versatile than don jazzy e come be pheelz wey get only two artistes lmao	negative
multilabel classification	slay queen wey dey ask for tp from warri to benin na slay queen be that ‍️‍️	negative
multilabel classification	as it is now e be like say na wiz be the major problem of all these our saymamas in this industry ‍️ now everybody dey vex say eran apinjé wa di ti enikan shosho mileage awon mami ti ja	negative
multilabel classification	which kind soup una dey chop you people are suffering oh	negative
multilabel classification	the kind agbada wey i dey see dey vex me	negative
multilabel classification	lol how my queen go dey do that how person wey go raise my kids go dey knock gala out like that	negative
multilabel classification	na for pple like u na me wey no fine	negative
multilabel classification	it was glaring and obvious that the likes of muller hummels were actually beefing leroy sane and started talking rubbish about his attitude in training envy go finish people for this world onto say small boy wan rise una wan run quench him fire las las dem pursue una	negative
multilabel classification	which kain useless traffic dey on ikorodu road like this sef one hour from tejuosho to palmgrove this uber charge go gangsta	negative
multilabel classification	omo na only god know wetin this woman put for his chocolate pancake love just dey worry me since	positive
multilabel classification	odogwu enter my dm i don de sweat already as i hear cows	negative
multilabel classification	im home pls i rely on your update thanks na babe wey follow barca and messi we go marry	positive
multilabel classification	sum ppl are actually lik mc oluomo on dis twitterdey av d remote control of all d agberos on dis streetwen dey tel dem to attack or notdey are d ones commanding dem naw to stop attackin ighaloiheanacho nd our refereend d attack wil stopcum fo dis ppl ur own risk	negative
multilabel classification	look that oyinbo lasan an igbo lol please be my friend i no get any girlfriend wey be igbo since dem born me iyaatagooo	positive
multilabel classification	guy kpomkpi d heat sef dey kukuma do e hustle nau	negative
multilabel classification	beat listening session just vibes abeg first saturday after we resume whenever we resume only producers and artists fine girls fit dey the equation yunno	positive
multilabel classification	your own better i swear atleast na still season film dey inside i bought vikings season at ikeja just because i was in a haste i got home to know what i actually bought was zootopia na cartoon i buy	negative
multilabel classification	i no too get sense like that but i sabi too many idiots shigbain sense dem no fit boast of	negative
multilabel classification	that place na for bigger boys table water sef cost	negative
multilabel classification	lol na that hairstyle i get for head take talk with my ex on the very first day memories	positive
multilabel classification	e be like say na egypt and rwanda dey turn up more for africa ooooo damn this is	positive
multilabel classification	i take god beg you i never see k for my lifei wan dey gather my own small small abeg check my media check my fleet pick something help me retweet let god use you abeg	positive
multilabel classification	no let soldier use u do trainingna go dem hear o alagbole	negative
multilabel classification	i couldnt sleep last night heat wan kill me we didnt buy fuel and nepa no bring light rechargeable fan died power bank too and my phone sef i was so frustrated	negative
multilabel classification	story story who carry league pass when last you carry am my brother hypertension fc when you start to dy support arsenal sef how many trophies you don celebrate with them the unbeaten season you never start to dy watch ball sef so sit down and be humble bro	negative
multilabel classification	baba dey do high taste high taste as him perceive the aroma of my jollof rice pops you don cook finish me nah e remain small pops i go chop oh	positive
multilabel classification	baba no vex if your throat dey pain you today ooo na me cause am cos your album don dey on repeat since i don wake around am	positive
multilabel classification	choi dis pple sef im innocent biolas sexy eyes be making my d feel	positive
multilabel classification	pastor dey shout your children will suck your womb i say your children will suck your womb congregation dey halla amen amen the thing sound like joke right now but if you follow me dey dat street this morning your heart for cut	negative
multilabel classification	my baby my darling that year if i dey watch naija movie i go just dey vex if emeka ike dey kiss my rita ️️️️️️️	negative
multilabel classification	im telling you some of my group friends male majorly were saying she might actually love the man and that love is sometimes not enough i dragged it with em so tey dem tire for my case	negative
multilabel classification	rain don dey fall since morning and nepa nova take lait e be like say world go soon end today be that	negative
multilabel classification	feel like entring beach buh am scared make dem no go carry me away cos d last time na shisha pot dem carry	negative
multilabel classification	you just have to conclude that adverts of job openings on these prominent websites gotta be a form of marketing why else would they advertise for a single position when they know over a thousand people will apply last last na una relative una go employ smh canadian visa	negative
multilabel classification	lol do you know some of your other stuffs have been before you got them or even the fast food or snacks you get sef maybe person don scratch yansh before dem carry the bread enter nylon	negative
multilabel classification	una feel say una dey hot abiwait till you go trophyless again next season	negative
multilabel classification	na bariga i dey always watch my ball come my side and if messi score stand up and jubilate if e sure for you we go donate beating give you like youre celebrating your birthday	negative
multilabel classification	bros we should stop talking about this thing e dey pain me water dey comot for my eye seriously o e dey pain me enta bodi	negative
multilabel classification	lmaooooo no vex happy birthday dearie olohun a da e si se e ni alalubarikah in shaa allah youre a good girl	negative
multilabel classification	good morning ohhyou don hear i just waka come to ask if you don register for the holy ghost meeting gboosaa for you if you have next question how many persons have you invited makes some calls today and personally ensure your invitees are coming	negative
multilabel classification	is a bastard pikin wey them born for this world nor fit dey as creative as the bastard ask his latest this is nigeria banger everything about the hit is outta this world oluwa jor make me a bastard like	negative
multilabel classification	you dey vex for meabeg no vess come chop brownies calm down	negative
multilabel classification	im not even looking for any female right now i get mama wey dey gimme love lord where is the mula	negative
multilabel classification	if zinoleesky doesnt perform kilofeshey this night i fit tear clothe	positive
multilabel classification	the bike i enter today was cleaning his white shirt and face while driving on an untarred road baba knows dat his shirt will turn brown but ma own life e wan put dangeromo ale werwey re o i felt like given him hot slap from behind but a spirit calmed me down	positive
multilabel classification	i tire oo e just talk am like say the dude useless e for day payet too no go add anything to france if dem carry am go	positive
multilabel classification	in nigeria its a crime against humanity to be fine and broke any small thing as you fine reach no money for pocket naija don taya me abeg i dey go my	positive
multilabel classification	e don tey wey i kiss sha	positive
multilabel classification	jude no go put me for wahala did sit ups yesterday now my belle be like where dem do do tug of war	positive
multilabel classification	no be that one o we need better squad players so even if we dey make sub e go be like for like no be say we go wan sub rakitic na andre gomez go dey come in	positive
multilabel classification	why be say una just get joy to dey allow us dash other banks sef atms branches na wa o early mor mor no cash ilorin branches are so not trying at all	positive
multilabel classification	i hv sha learnt my lesson im not doing tutorials or telling anybody answer again this second degree and masters make everybody mind their business but e pain me e pain me ooooooo	positive
multilabel classification	all these ppl dat are not popular who is always hacking their account wetin dey ur social media account wey pesin wan hack	positive
multilabel classification	chaii amebo no go kill me ooooo i just pip one guy wit one girl doing it dis morning very hot after all de say if u see something say something happy sunday frds	positive
multilabel classification	big man abeg na my number be this i just wan access my account tomorrow and smile show me love too	positive
