Text,Tags,Time
"I dnt trust no one with one towel in the bathroom... U wash yo ass and face wit the same rag ugh" , "" , "2011-07-24 17:04:10"
"Go in a lil early. Take a towel and face wash &amp; wash your face in the bathroom :)" , "" , "2011-07-22 23:42:23"
"*comes out of the bathroom my towel loosely wrapped around my waist a smirk on my face*" , "" , "2011-07-22 15:57:10"
"avoided Confessions-of-a-WindowCleaner-moment earlier with a matadoresque swirl of a large red towel when I spotted face at bathroom window" , "" , "2011-07-22 10:44:59"
"So all the face towels in the big bathroom dirty and I'm not taking them out since I don't clean the bathroom so I just bought my own set" , "" , "2011-07-28 01:45:30"
"You should have at least two towels in your bathroom. One for your face and one for your nuts" , "" , "2011-07-27 17:20:53"
"yes. yugioh deck, bathing suit, goggles, clothes, bathroom stuff (no towels), game face" , "" , "2011-07-27 01:47:04"
"Only been online for one day and already a fab review. This is definatley a bathroom must have :) http://fb.me/sElvLWot" , "" , "2011-07-28 09:14:20"
"Bout to shower, scrub my face, and see if I can attempt to finish packing my bathroom...#LovinMyKK" , "" , "2011-07-27 03:52:19"
"...hate when someone sneezes in my face, I automatically sprint like an olympic runner to the nearest bathroom and scrub my face with soap." , "" , "2011-07-26 17:21:40"
"I hate leaving my face scrub soap in the bathroom in the morning ...cause when I come back from wherever someone else used it Carelessly" , "" , "2011-07-25 04:37:34"
"my bathroom similar!!! Shampoo condintioner deep revital, body scrub gel shower cream face scrub wash n all dt!! Watdatmakeme" , "" , "2011-07-24 20:19:40"
"Photo: if chris brown licked me.. id run off stage to the bathroom to scrub my face.. but im def #teamchris... http://tumblr.com/x8u3ncmcor" , "'teamchris...'" , "2011-07-22 21:32:17"
"i just used this face scrub that's been sittin in my bathroom for hella years ... i hope i dont break out =\" , "" , "2011-07-22 06:45:18"
"Ke$ha found face down in bathroom after her first shower in years, police say the soap caused an epileptic seizsure." , "" , "2011-07-27 12:36:06"
"I'm in my hotel room bathroom, I need to wash my hands with their bar soap. Which one do I use? &quot;Body?&quot; or &quot;Face?&quot; this is serious! #help" , "'help'" , "2011-07-27 01:43:37"
"...hate when someone sneezes in my face, I automatically sprint like an olympic runner to the nearest bathroom and scrub my face with soap." , "" , "2011-07-26 17:21:40"
"(and also my friend) took that picture when i was in the bathroom putting the soap on my face. thats why i look kinda weirded out. haha" , "" , "2011-07-26 14:21:39"
"#thatawkwardmoment when you walk into the bathroom and your sister's putting toothpaste on her face like it was soap.." , "'thatawkwardmoment'" , "2011-07-25 23:20:20"
"Chico gave me a hot face lather and hot towel shave.... That shit was awesome! And my tape sharp AF" , "" , "2011-07-27 14:51:51"
"i swear my sore head has spread to my whole face and ive got a temperature" , "" , "2011-07-28 01:59:40"
"gone text em' when i get settled for the night . *Picks up Pjs , Towel , Wash Cloth , soap , and face wash * SHOWER TIME (:" , "" , "2011-07-28 02:15:47"
"She stripped off her workout gear and grabbed her towel and soap. The shower room was steamy and she couldn't see in front of her face." , "" , "2011-07-27 15:55:01"
"Couldn't find my shaving brush so I improvised using my towel and soap. It worked well for about 10 seconds &amp; then I cut all my face. Great." , "" , "2011-07-26 16:24:19"
"okkkk I been post up in towel and soap on my face fa more than 2 hrs okkk" , "" , "2011-07-26 03:20:50"
"Ppl share shit dats NOT shareable..ex: deodarant. Bra's. Tooth brushes. Face towels. Bars of soap. Da shit unsanitary" , "" , "2011-07-26 02:15:28"
"my friends tease me because i have a seperate toothbrush i use to scrub the oil out of my face with soap......but it works so psh!!! lol" , "" , "2011-07-28 10:49:43"
"soap. shampoo. conditioner. toothpaste. deodorant. face cleanser. face scrub. styling putty. chapstick. moisturizer. shave gel. SEMEN." , "" , "2011-07-28 04:43:42"
"my makeup like glues into my face I have to scrub my face so hard with soap &amp; face wash to get MOST of it off" , "" , "2011-07-28 02:53:46"
"When I shower and wash my face, im to lazy to rinse off the soap so I just scrub the rest of my body with my eyes closed.. #fyi" , "'fyi'" , "2011-07-26 18:02:42"
"...hate when someone sneezes in my face, I automatically sprint like an olympic runner to the nearest bathroom and scrub my face with soap." , "" , "2011-07-26 17:21:40"
"Yes, it's late. Finished up Happy Face, Patchouli, Herb Festival and Coffee Scrub soap batches. They're all snug... http://fb.me/FoXd1ExH" , "" , "2011-07-26 05:13:24"
"I got my second wind~ Got a strawberry bubble bath with watermelon soap and a pumpkin face scrub, and shaved my legs!! So into #summer" , "'summer'" , "2011-07-26 01:34:06"
"Body soap. Face soap. Scrub. Body wash. Body cream. Body butter. Lotion. Shampoo. Conditioner. Anong trip ko ngayon sa pagligo? Hahaha." , "" , "2011-07-26 01:23:25"
"Me: Ty did u take ur bath? Ty: yes mom Me: did u use soap Ty: yes mom Me: did u scrub ur body Ty: YES MOM!! Me: did u wash ur face Ty: no" , "" , "2011-07-26 00:48:43"
"Poison ivy + no facial soap = Me scrubbing my face with the soap I just used to scrub my ass." , "" , "2011-07-26 00:21:06"
"only shampoo? No no dear, more than that. You can get caffienated soap, face scrub, shaving cream, toothpaste, gum, etc etc..." , "" , "2011-07-25 20:04:39"
"Monday's child is fair of face. Keep it up with a good vegetable-oil based soap scrub, a weekly facial and it should stay that way." , "" , "2011-07-25 18:20:15"
"I love to sing, but the only curtain I stand in front of is named &quot;shower&quot; and my only audience are my shampoo and conditioner bottles." , "" , "2011-07-27 04:54:31"
"theres nothing moe SELF PLEASING than to take a hot shower w. matching shampoo. conditioner &amp; body wash when your stressed.!!!!" , "" , "2011-07-26 07:57:33"
"This girl *points to self* needs more conditioner and shampoo" , "" , "2011-07-25 08:36:51"
"My cheap ass self WOULD use half a container of leave-in conditioner then fill it back up with water n return it with receipt for some cash." , "" , "2011-07-22 17:58:53"
"Self-wash place has big, elevated water stalls. Hose, shampoo, conditioner, even blow dryer." , "" , "2011-07-22 13:42:08"
"Drinks and hair dye with Ms. Sophie Miller. Drunkenly emptied the bottle of conditioner into the dye mixture. Cool job, self." , "" , "2011-07-28 08:22:06"
"Note to self: when using honey as a natural hair conditioner additive, be sure to rinse well." , "" , "2011-07-27 05:33:14"
"i thought i bought a conditioner, it turns out to be a hair treatment. packaging looks exactly d same. silly me! note 2 self #readwhatyoubuy" , "'readwhatyoubuy'" , "2011-07-25 07:25:35"
"Air Conditioner . Fan . Indoors . Feel . So . Good . The end . *fans self* . How you dealing :D !" , "" , "2011-07-22 20:45:18"
"Too sweaty for my damn self. Whew! Pass me a change of clothes, air conditioner, and a beer!" , "" , "2011-07-24 04:29:25"
"Palmer Olive Butter Formula seems 2b d way forward right now! Ive obsessively started collecting, shampoo, conditioner, body lotion the LOT!" , "" , "2011-07-28 10:46:51"
"Oh yea this Holiday Inn is fancy they got bath and body works soap lotions shampoo and conditioner" , "" , "2011-07-28 04:43:20"
"just felt I need to tell everyone that my hair smell like bananas ... loving the body shop banana shampoo and conditioner" , "" , "2011-07-28 01:49:44"
"Bathing in the middle of the lake. Shampoo, conditioner, and body wash. Hellz Ya!!" , "" , "2011-07-28 01:29:19"
"time to showerrrrrr. with new body wash and shampoo&amp;conditioner! :D" , "" , "2011-07-27 19:32:51"
"For a year I won't buy: toothpaste, toothbrush, shampoo, conditioner, tampons, pads, laundry detergent, deodorant, body wash, mascara," , "" , "2011-07-27 15:45:55"
"drink warm water and turn off ur air conditioner or cover ur body with thick blanket ^^/kaa sis" , "" , "2011-07-27 11:43:53"
"Just finished my shower and realized I bought 2 shampoos and no conditioner. I'd also forget my head if it wasn't attached to my body" , "" , "2011-07-28 03:40:03"
"so while i was taking a shower i realized i accidently put body wash in my hair haha atleast i still used conditioner!" , "" , "2011-07-27 21:13:05"
"Bosley Revive Volumizing Conditioner for Visibly Thinning / Color-Treated Hair - 33.8 oz http://www.hairloss.webdimall.net/hair-loss-help/bo" , "" , "2011-07-28 08:05:10"
"just felt I need to tell everyone that my hair smell like bananas ... loving the body shop banana shampoo and conditioner" , "" , "2011-07-28 01:49:44"
"If you like Black Suede? AVON's selling the fragrance, hair and body wash, and after shave conditioner all for $14.99! likes!" , "" , "2011-07-27 15:33:53"
"There is 6 fucking bottles of Conditioner and some Olay Ribbons in my shower.. Where the fuck is my Old Spice hair&amp;body at?" , "" , "2011-07-26 23:25:54"
"I never put grease in my hair cause it make it stiff &amp;take away the body, an I never rinse all of the conditioner out." , "" , "2011-07-25 18:57:55"
"Fresh out the shower, body still wet, enjoying this #TowelTime . no fan today but the air conditioner on :) RELAXED" , "'TowelTime'" , "2011-07-26 17:25:35"
"I've got clothes, shoes and jewellery in my hand luggage! I've now resorted to halving my shampoo, conditioner and body wash!" , "" , "2011-07-26 11:35:02"
"Things I forgot: Shampoo, Conditioner, Body Wash, my iPod cable and my towel. #thatawkwardmomentwhenyoutakeaninventoryofyoursuitcase" , "'thatawkwardmomentwhenyoutakeaninventoryofyoursuitcase'" , "2011-07-26 02:49:31"
"*gasp* how come? i got a lot of shampoo/conditioner/body wash and paper towels. clip clip clip! coupon time!" , "" , "2011-07-27 03:04:35"
"It consisted of Mint &amp; Tea Tree shampoo &amp; conditioner, Mint &amp; Tea Tree body wash, Aveeno moisturiser and a St Ives scrub. Mm." , "" , "2011-07-26 19:27:49"
"Body soap. Face soap. Scrub. Body wash. Body cream. Body butter. Lotion. Shampoo. Conditioner. Anong trip ko ngayon sa pagligo? Hahaha." , "" , "2011-07-26 01:23:25"
"Oh yea this Holiday Inn is fancy they got bath and body works soap lotions shampoo and conditioner" , "" , "2011-07-28 04:43:20"
"Dam dis boosta just sold me washn powder,soap, body wash, deodorant, shampoo, conditioner for 8 bucks #winning" , "'winning'" , "2011-07-27 01:36:25"
"use soap instead of body conditioner . Sleep more :)" , "" , "2011-07-26 12:04:06"
"Power and water go out while I'm in the shower: dried soap on my body and conditioner in my hair. Looking for something to do now lol #wtf" , "'wtf'" , "2011-07-25 16:52:35"
"{continues to do the same with conditioner, the takes a wash cloth and adds some soap, washing all over my body}" , "" , "2011-07-25 01:06:12"
"!! RT I'm a DOVE girl, dove soap/body wash, shampoo&amp;conditioner, all except baby lotion ;-)" , "" , "2011-07-22 22:54:58"
"Oh yea this Holiday Inn is fancy they got bath and body works soap lotions shampoo and conditioner" , "" , "2011-07-28 04:43:20"
"theres nothing moe SELF PLEASING than to take a hot shower w. matching shampoo. conditioner &amp; body wash when your stressed.!!!!" , "" , "2011-07-26 07:57:33"
"Performance Shave Gel: ... conditioner, exfoliant, body wash or any of the other manly items in your shower. Jus... http://bit.ly/mWJ3bl" , "" , "2011-07-25 13:13:27"
"you know it's going to be a weird day when you put conditioner in your loofah, and body wash in your hair." , "" , "2011-07-26 16:11:23"
"Speedy Skin Tip~ Hydrate Your Skin in Half the Time Use conditioner to moisturize your hair -- and body, says... http://fb.me/z93fibEE" , "" , "2011-07-26 12:21:53"
"Give your body a moisture kick http://bit.ly/ofEhep" , "" , "2011-07-26 11:12:38"
"Taking showers up here sucks..they have soft water.. and it takes forever and a year to wash all the shampoo and conditioner outta my hair!" , "" , "2011-07-28 06:37:03"
"--into the water, washing out all of the shampoo before reaching for the conditioner. Runs my fingers through my hair, roots to tips,--" , "" , "2011-07-28 04:35:32"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"Mineral Defense Well Water Shampoo and Conditioner Set Review http://goo.gl/fb/PAVLd #makeup #bareminerals" , "'makeup', 'bareminerals'" , "2011-07-27 13:12:13"
"ahh I wanna try that Tsubaki water. I love that line of hair care. Use the shampoo and conditioner! :)" , "" , "2011-07-27 05:31:08"
"lmao, crazy a.f im bringing shampoo, a comb, and conditioner , im gonna have to wash my hair after i get out that water ." , "" , "2011-07-26 23:27:34"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"I did use dove shampoo and conditioner but four and a half years using oh water took me away. I'm back on it once my motions gone!" , "" , "2011-07-26 03:16:33"
"I hate when the shampoo/conditioner is low and someone pours water in it so there's more. -____-" , "" , "2011-07-26 02:24:20"
"5 #naturalhair must haves: water, sulfate-free shampoo, leave-in conditioner, olive oil, hair butter(to seal ends)" , "'naturalhair'" , "2011-07-26 02:11:10"
"Forgot to mention... I had to wash my hair with laundry detergent... I ran out of shampoo &amp; someone added water to my bottle of conditioner" , "" , "2011-07-25 15:00:50"
"I know it should! haha. yeah because I'm tryna breathe! but then water and conditioner/shampoo trickle into my mouth xxx" , "" , "2011-07-25 14:16:02"
"imagining how many litters of water /shampoo / conditioner be consumed ..if it takes 45 minutes to dry then aiyo" , "" , "2011-07-25 09:15:30"
"Got a full length door mirror for $5.88, hot pink duct tape, and command hooks. And some aveeno shampoo &amp; conditioner. Exciting." , "" , "2011-07-24 22:07:57"
"Someone give me some shampoo and some conditioner, free water right outside your door" , "" , "2011-07-24 21:36:57"
"Oeps, door mij is de douchegel, shampoo en conditioner ding gejat:$" , "" , "2011-07-23 09:48:12"
"Re: toiletries: I leave shampoo, conditioner and shower gel but bring home sun cream, moisturiser etc http://bit.ly/rb8GS2" , "" , "2011-07-28 08:57:02"
"Axe, Shampoo Then Conditioner, #Shower." , "'Shower.'" , "2011-07-28 07:41:07"
"I have *3* sets of shampoo &amp; conditioner in my shower." , "" , "2011-07-28 04:41:38"
"I ran out of shampoo and conditioner at the same time during my last shower at home. How serendipitous. Or something." , "" , "2011-07-28 03:58:48"
"Soap = $1.24 Shampoo = $11.96 Conditioner = $11.96 Fresh Out Of The Shower Feeling = #Priceless" , "'Priceless'" , "2011-07-28 02:55:01"
"Shower was amazing :) And I could be in love with this shampoo and conditioner: http://moby.to/4kxdaq My hair smells and feels AMAZING!" , "" , "2011-07-28 01:06:32"
"Im pissed i cant take my shower yet dont have my bag .....i need my shampoo &amp; conditioner !" , "" , "2011-07-28 00:57:13"
"Hi, I need to shower and I cannot get to my things (construction), can someone bring me a razor, shampoo and conditioner? I'll wait..." , "" , "2011-07-27 20:55:54"
"Just went swimming and tried using dry shampoo &amp; conditioner...dint work as planned..have to take a shower B4 my hair gets knotted." , "" , "2011-07-27 20:40:13"
"i just took a shower using shiseido's shampoo and conditioner, i feel my hair is MUCH MUCH MORE smooth than in USA!!!~~~MY hair laughs!!!!" , "" , "2011-07-27 16:10:42"
"Had to shower with no shampoo or conditioner smh" , "" , "2011-07-27 13:00:45"
"About to go in the shower, new shampoo and conditioner." , "" , "2011-07-27 11:31:34"
"Showered. Got shampoo/conditioner/shower gel in the cut on my finger. Feel like I'm being stabbed in the ear. Didn't throw up though." , "" , "2011-07-27 10:53:35"
"Speed of light shower where i actually used a 2 in 1 shampoo conditioner - euuurgh" , "" , "2011-07-27 07:05:56"
"Mom got me this 2in1 shampoo/conditioner.cuts my shower time in half.now it only takes me 30min #Imefficientbitches" , "'Imefficientbitches'" , "2011-07-27 06:16:00"
"... 4 outfits, pair of shoes, shampoo/conditioner, hair stuff. So annoying :( x" , "" , "2011-07-28 12:30:49"
"Be jealous of my swag,, I put conditioner then shampoo on my hair today,, I don't follow the crowd ;)" , "" , "2011-07-28 12:11:35"
"Each time you get wet during monsoons, shampoo and condition your hair with a good quality hair shampoo &amp; conditioner." , "" , "2011-07-28 11:55:01"
"Dandruff Tips: Alternate dandruff-fighting shampoo with moisturizing shampoo &amp; conditioner weekly. Thoroughly rinse out conditioners!" , "" , "2011-07-27 22:53:08"
"shampoo it an put lots of conditioner comb it out let it sit for like 25-30 mins rinse it out an u shuld be good" , "" , "2011-07-27 21:03:34"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"If blonde hair goes green from chlorine,shampoo &amp; then put tomato sauce on yr hair &amp; leave for 5-10 mins.Rinse off &amp; then apply conditioner" , "" , "2011-07-27 05:23:01"
"No More Frizz! Klorane Shampoo, Conditioner, and No-Rinse Care With Papyrus Milk: http://t.co/IFiVd7f" , "" , "2011-07-26 16:50:24"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://bit.ly/o6fzlg" , "'Win', 'Giveaway'" , "2011-07-26 14:10:21"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://bit.ly/o7e9t1" , "'Win', 'Giveaway'" , "2011-07-26 13:42:34"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://t.co/ZwuJJsK" , "'Win', 'Giveaway'" , "2011-07-26 13:19:57"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"#Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://t.co/dL61hzF" , "'Win', 'Giveaway'" , "2011-07-26 08:32:53"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"No More Frizz! Klorane Shampoo, Conditioner, and No-Rinse Care With Papyrus Milk: http://t.co/IFiVd7f" , "" , "2011-07-26 16:50:24"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://bit.ly/o6fzlg" , "'Win', 'Giveaway'" , "2011-07-26 14:10:21"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://bit.ly/o7e9t1" , "'Win', 'Giveaway'" , "2011-07-26 13:42:34"
"Enter to #Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://t.co/ZwuJJsK" , "'Win', 'Giveaway'" , "2011-07-26 13:19:57"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"#Win Clear &amp; Gentle Shampoo and Balancing Rinse Conditioner #Giveaway at http://t.co/dL61hzF" , "'Win', 'Giveaway'" , "2011-07-26 08:32:53"
"I've got clothes, shoes and jewellery in my hand luggage! I've now resorted to halving my shampoo, conditioner and body wash!" , "" , "2011-07-26 11:35:02"
"The look on man's face after he looks in his bathroom and sees your toothbrush, shampoo an conditioner, AND your dirty clothes.. #Priceless!" , "'Priceless!'" , "2011-07-27 02:52:10"
"Checklist: Lamp, Laptop, School materials, Clothes, Bed sheets, Shampoo/Conditioner etc., -____-" , "" , "2011-07-26 03:26:15"
"nothing major . coconut shampoo hydrating conditioner &amp; whatever tish has in the bathroom . she always have new random stuff" , "" , "2011-07-27 22:16:13"
"I only have the shampoo and conditioner in my bathroom. Haven't tried the rest but I'm sure they're good." , "" , "2011-07-27 17:21:51"
"Just cleaned the bathroom. Other Half has 11 different bottles of shampoo &amp; conditioner. 11! Is that normal?" , "" , "2011-07-25 19:52:45"
"Don't need to use much hair products but yeah, now I have 4 dif shampoo &amp; 3 dif conditioner &amp; 1 hair cream bath in my bathroom. All mine." , "" , "2011-07-25 07:14:54"
"ya feel me? i woke HER up. had to get my shampoo and conditioner out of her bathroom. she yelled at me a little -_-" , "" , "2011-07-24 10:44:50"
"1 thing I will always love about = introducing me to Organix shampoo nd conditioner _ my bathroom and hair are smelling fabulous" , "" , "2011-07-23 21:40:00"
"everyone in my house uses a different shampoo &amp; conditioner, our bathroom is like Boots!" , "" , "2011-07-23 20:33:06"
"The shampoo/conditioner in 's bathroom is magical." , "" , "2011-07-23 15:11:45"
"got a deal on a jumbo shampoo/conditioner that I love and then also remembered I'll have my own bathroom next year #goodfeeling" , "'goodfeeling'" , "2011-07-22 19:35:13"
"#firstworldpains there is no conditioner with the shampoo in the bathroom of my 5 star resort" , "'firstworldpains'" , "2011-07-22 15:54:38"
"So the suave 'men' shampoo/ conditioner that magically appeared in the bathroom is not actually 'men' it's 'new' #wtfbecca" , "'wtfbecca'" , "2011-07-22 03:46:27"
"I grabbed a clean dry towel &amp; as I walk by my sister she wipes the shampoo &amp; conditioner bottles on it -__-' and she says Im over-reacting" , "" , "2011-07-27 16:57:58"
"Free: Hair Towel, Giovanni Conditioner, Crabtree &amp; Evelyn Shampoo Conditioner, Goody Hairbands. Check it http://www.listia.com/r1uotv/205526" , "" , "2011-07-27 04:08:56"
"yes you will! i have lovely strawberry shampoo and conditioner waiting for you! and a warm towel to sleep in :P xD" , "" , "2011-07-26 20:21:12"
"Things I forgot: Shampoo, Conditioner, Body Wash, my iPod cable and my towel. #thatawkwardmomentwhenyoutakeaninventoryofyoursuitcase" , "'thatawkwardmomentwhenyoutakeaninventoryofyoursuitcase'" , "2011-07-26 02:49:31"
"ps plz remember u hair towel and shampoo nd conditioner" , "" , "2011-07-22 14:23:05"
"You gotta make sure you have shampoo, conditioner, afro comb, hair cream, blowdrier, towel and hairbands/grip" , "" , "2011-07-22 10:02:52"
"*gasp* how come? i got a lot of shampoo/conditioner/body wash and paper towels. clip clip clip! coupon time!" , "" , "2011-07-27 03:04:35"
"soap. shampoo. conditioner. toothpaste. deodorant. face cleanser. face scrub. styling putty. chapstick. moisturizer. shave gel. SEMEN." , "" , "2011-07-28 04:43:42"
"where to start redken shampoo and conditioner, my elemis facial scrub and my estee Lauder advance night repair #unforgivable" , "'unforgivable'" , "2011-07-27 20:11:02"
"It consisted of Mint &amp; Tea Tree shampoo &amp; conditioner, Mint &amp; Tea Tree body wash, Aveeno moisturiser and a St Ives scrub. Mm." , "" , "2011-07-26 19:27:49"
"you may have to scrub harder to get all the shampoo and conditioner. If you don't, your hair always feels so dry." , "" , "2011-07-26 03:42:20"
"Body soap. Face soap. Scrub. Body wash. Body cream. Body butter. Lotion. Shampoo. Conditioner. Anong trip ko ngayon sa pagligo? Hahaha." , "" , "2011-07-26 01:23:25"
"Just gave myself the works. Ya Know, a little shampoo, scrub, conditioner, &amp; treatment." , "" , "2011-07-25 00:12:02"
"Shampoo, conditioner, bodywash, facewash, soap. What happened to the 'wash n go' of the 90's?" , "" , "2011-07-28 12:09:24"
"Oh yea this Holiday Inn is fancy they got bath and body works soap lotions shampoo and conditioner" , "" , "2011-07-28 04:43:20"
"I forgot to pack soap,shampoo and conditioner..eff camping." , "" , "2011-07-27 20:56:32"
"Just tried out my #lush shampoo and conditioner soap bars, AMAZING. I smell like an explosion in a perfume factory #loveit" , "'lush', 'loveit'" , "2011-07-27 18:47:54"
"yes ma'am! I got in June. All I need is a garbage can. I even have shampoo and conditioner and soap and toothpaste." , "" , "2011-07-27 17:03:35"
"How things are made... Shampoo, soap and conditioner..http://t.co/DYDH6rN" , "" , "2011-07-27 11:31:48"
"#YouKnowHowIKnowYourGay CAUSE USE SOAP, SHAMPOO AND CONDITIONER WHEN U SHOWER NIGGA" , "'YouKnowHowIKnowYourGay'" , "2011-07-26 22:08:33"
"I discovered an affordable line of homemade organic beauty products...used the soap, shampoo and conditioner last night. I am in heaven!" , "" , "2011-07-26 13:52:50"
"dear shampoo conditioner and soap , why cant all of you run out at the same time? sincerly,the person who has to go buy you from the stores" , "" , "2011-07-26 11:21:31"
"Love it when I'm in the shower and my mum decides it's to late so she turns the hot water off. Great. My hair is now full of conditioner" , "" , "2011-07-27 22:12:50"
"yeah i can comb it! lol but i usually only comb in the shower with conditioner under the water! cause it can break you hair" , "" , "2011-07-26 23:32:06"
"I do my conditioning in the shower. Dont contaminate the ocean with conditioner, also does the park have clean running water?" , "" , "2011-07-26 18:15:32"
"I use to HATE those! That water/conditioner solution getting all hot &amp; collecting in the shower cap at the nape of your neck" , "" , "2011-07-25 19:59:59"
"Power and water go out while I'm in the shower: dried soap on my body and conditioner in my hair. Looking for something to do now lol #wtf" , "'wtf'" , "2011-07-25 16:52:35"
"Pet Accessories - Aquarium Pharmaceuticals Stress Coat Fish and Tap Water Conditioner: 1 Gallo.... Read it now at http://tinyurl.com/3dhz756" , "" , "2011-07-28 03:55:19"
"Taking showers up here sucks..they have soft water.. and it takes forever and a year to wash all the shampoo and conditioner outta my hair!" , "" , "2011-07-28 06:37:03"
"--into the water, washing out all of the shampoo before reaching for the conditioner. Runs my fingers through my hair, roots to tips,--" , "" , "2011-07-28 04:35:32"
"Hot water can strip the scalp of sebum, which is the protective oil that acts as a natural conditioner and gives hair its shine." , "" , "2011-07-28 02:48:52"
"ahahaha yea but its not enough water to rinse out the conditioner out all of my hair lol" , "" , "2011-07-27 22:41:25"
"Love it when I'm in the shower and my mum decides it's to late so she turns the hot water off. Great. My hair is now full of conditioner" , "" , "2011-07-27 22:12:50"
"i created my own hair grease made frm hair oils , leave in conditioner and water lls" , "" , "2011-07-27 21:24:09"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"My fave beach hair product is Fekkai's Beachcomber leave in conditioner. It protects hair from sun + salt water! http://bit.ly/nfFT5O" , "" , "2011-07-27 18:35:32"
"getting ready for work.. salt water+just ran out of conditioner= my hair's worst nightmare/ I #shouldhavedealtwiththislastnight" , "'shouldhavedealtwiththislastnight'" , "2011-07-27 14:04:33"
"DIY beauty disasters: anyone tried using raw egg as a hair conditioner? Raw egg + hot water = scrambled egg in your hair. Nice." , "" , "2011-07-27 10:30:03"
"that thing when you wash your hair but then there is no conditioner, so you have to put water in the bottle to save the day" , "" , "2011-07-27 09:58:01"
"Make the most of ur Conditioner &amp; allow it to really sink in. Water acts like a barrier, so towel blot hair BEFORE applying = Silky Locks!" , "" , "2011-07-27 09:03:26"
"ahh I wanna try that Tsubaki water. I love that line of hair care. Use the shampoo and conditioner! :)" , "" , "2011-07-27 05:31:08"
"ahahaha yea but its not enough water to rinse out the conditioner out all of my hair lol" , "" , "2011-07-27 22:41:25"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"3x because 1with like washing powder and conditioner,then I rinse them 2x with water!:) now they smell so so so good!:D" , "" , "2011-07-25 15:33:07"
"OFA: to soften stiff paintbrushes, soak them in water with a bit of hair conditioner. Rinse thoroughly and hang to dry." , "" , "2011-07-25 12:36:30"
"{washing my hair quickly lather rinse repeat as the bottle says before doing the same with the conditioner ,resting under the water}" , "" , "2011-07-25 12:05:23"
"Thank you Dr. OZ! Got Chlorine Green out of hair using tomato paste and Tonic water to rinse. Used Ion green shampoo and conditioner." , "" , "2011-07-25 02:39:27"
"I mix it 1:1 with shower water, and rinse through, then rinse out - it doesn't *feel* conditioned like regular conditioner does-" , "" , "2011-07-24 03:40:43"
"#samsays If you live in a hard water area, after sampoo&amp;conditioner, rinse hair(and skin) with bottled water. See a difference in 2 weeks." , "'samsays'" , "2011-07-23 08:06:51"
"Tip: Frizz Control, after you shampoo apply conditioner and rinse with cold water. It closes your cuticle leaving your hair smooth" , "" , "2011-07-27 18:51:11"
"*Daphne goes under the water to rinse the shampoo out, coming up, but decides against using conditioner and instead wrings her-" , "" , "2011-07-26 11:20:18"
"The first &quot;air conditioner&quot; was cloths saturated with melted ice water with a fan blowing overhead. That was in 1881. We've come a long way!" , "" , "2011-07-26 15:39:06"
"The Natural Hot Tub Company / 16oz - Water Treatment &amp; Conditioner http://dld.bz/xX3w" , "" , "2011-07-25 20:05:30"
"Here's my air conditioner. Copper and vinyl tubing, normal fan, tub of ice water, and a water pump. http://twitpic.com/5vee8y" , "" , "2011-07-25 00:57:24"
"{washing my hair quickly lather rinse repeat as the bottle says before doing the same with the conditioner ,resting under the water}" , "" , "2011-07-25 12:05:23"
"Make the most of ur Conditioner &amp; allow it to really sink in. Water acts like a barrier, so towel blot hair BEFORE applying = Silky Locks!" , "" , "2011-07-27 09:03:26"
"Power and water go out while I'm in the shower: dried soap on my body and conditioner in my hair. Looking for something to do now lol #wtf" , "'wtf'" , "2011-07-25 16:52:35"
